"","case_number","to_pay","paid","balance"
"1119","20-003330-co"," 195.00"," 195.00","0"
"1120","20-003331-co"," 195.00"," 195.00","0"
"1121","20-003335-co"," 195.00"," 195.00","0"
"1122","20-003302-co"," 195.69"," 195.69","0"
"1123","20-003304-co"," 310.00"," 310.00","0"
"1124","20-003305-co"," 195.00"," 195.00","0"
"1125","20-003306-co"," 310.00"," 310.00","0"
"1126","20-003055-ci"," 428.00"," 428.00","0"
"1127","20-003313-co"," 0.15"," 0.15","0"
"1128","20-003292-co"," 314.19"," 314.19","0"
"1129","20-003293-co"," 310.00"," 310.00","0"
"1130","20-003294-co"," 195.00"," 195.00","0"
"1131","20-003295-co"," 195.00"," 195.00","0"
"1132","20-003296-co"," 195.00"," 195.00","0"
"1133","20-003298-co"," 310.00"," 310.00","0"
"1134","20-003270-co"," 320.00"," 320.00","0"
"1135","20-003272-co"," 211.75"," 211.75","0"
"1136","20-003277-co"," 213.10"," 213.10","0"
"1137","20-003278-co"," 195.69"," 195.69","0"
"1138","20-003280-co"," 320.00"," 320.00","0"
"1139","20-003253-co"," 205.00"," 205.00","0"
"1140","20-003254-co"," 310.00"," 310.00","0"
"1141","20-003256-co"," 310.00"," 310.00","0"
"1142","20-003260-co"," 320.00"," 320.00","0"
"1143","20-003262-co"," 195.00"," 195.00","0"
"1144","20-003264-co"," 215.00"," 215.00","0"
"1145","20-003267-co"," 215.00"," 215.00","0"
"1146","20-003252-co"," 310.00"," 310.00","0"
"1147","20-003354-co"," 195.00"," 195.00","0"
"1148","20-002965-ci"," 460.00"," 460.00","0"
"1149","20-003237-co"," 195.00"," 195.00","0"
"1150","20-003239-co"," 214.96"," 214.96","0"
"1151","20-003243-co"," 210.58"," 210.58","0"
"1152","20-003245-co"," 198.69"," 198.69","0"
"1153","20-003248-co"," 0.30"," 0.30","0"
"1154","20-002953-ci"," 420.00"," 420.00","0"
"1155","20-003250-co"," 330.00"," 330.00","0"
"1156","20-003214-co"," 195.00"," 195.00","0"
"1157","20-003215-co"," 195.00"," 195.00","0"
"1158","20-003221-co"," 1.35"," 1.35","0"
"1159","20-003222-co"," 310.00"," 310.00","0"
"1160","20-003223-co"," 205.00"," 205.00","0"
"1161","20-003224-co"," 214.45"," 214.45","0"
"1162","20-003225-co"," 199.19"," 199.19","0"
"1163","20-003227-co"," 195.00"," 195.00","0"
"1164","20-003229-co"," 205.00"," 205.00","0"
"1165","20-003233-co"," 195.00"," 195.00","0"
"1166","20-003202-co"," 205.00"," 205.00","0"
"1167","20-003203-co"," 205.00"," 205.00","0"
"1168","20-003204-co"," 205.00"," 205.00","0"
"1169","20-003205-co"," 205.00"," 205.00","0"
"1170","20-003206-co"," 198.50"," 198.50","0"
"1171","20-003207-co"," 195.00"," 195.00","0"
"1172","20-002902-ci"," 410.00"," 410.00","0"
"1173","20-003210-co"," 320.00"," 320.00","0"
"1174","20-003191-co"," 205.00"," 205.00","0"
"1175","20-003192-co"," 198.95"," 198.95","0"
"1176","20-003196-co"," 310.00"," 310.00","0"
"1177","20-003197-co"," 195.00"," 195.00","0"
"1178","20-003200-co"," 225.00"," 225.00","0"
"1179","20-002893-ci"," 420.00"," 420.00","0"
"1180","20-003178-co"," 195.00"," 195.00","0"
"1181","20-003179-co"," 312.37"," 312.37","0"
"1182","20-003180-co"," 195.69"," 195.69","0"
"1183","20-003184-co"," 340.00"," 340.00","0"
"1184","20-003185-co"," 320.00"," 320.00","0"
"1185","20-003190-co"," 205.00"," 205.00","0"
"1186","20-003154-co"," 195.90"," 195.90","0"
"1187","20-003160-co"," 310.00"," 310.00","0"
"1188","20-003161-co"," 320.00"," 320.00","0"
"1189","20-003164-co"," 318.36"," 318.36","0"
"1190","20-003166-co"," 195.00"," 195.00","0"
"1191","20-002840-ci"," 410.00"," 410.00","0"
"1192","20-003167-co"," 330.00"," 330.00","0"
"1193","20-003168-co"," 313.50"," 313.50","0"
"1194","20-003169-co"," 235.00"," 235.00","0"
"1195","20-003170-co"," 205.00"," 205.00","0"
"1196","20-003172-co"," 205.00"," 205.00","0"
"1197","20-002846-ci"," 410.00"," 410.00","0"
"1198","20-003145-co"," 205.00"," 205.00","0"
"1199","20-003124-co"," 0.30"," 0.30","0"
"1200","20-003130-co"," 205.00"," 205.00","0"
"1201","20-003132-co"," 215.00"," 215.00","0"
"1202","20-003135-co"," 310.00"," 310.00","0"
"1203","20-003137-co"," 205.00"," 205.00","0"
"1204","20-002811-ci"," 430.00"," 430.00","0"
"1205","20-003106-co"," 420.00"," 420.00","0"
"1206","20-003113-co"," 200.52"," 200.52","0"
"1207","20-003117-co"," 310.00"," 310.00","0"
"1208","20-003092-co"," 201.80"," 201.80","0"
"1209","20-003096-co"," 320.00"," 320.00","0"
"1210","20-003099-co"," 198.84"," 198.84","0"
"1211","20-002746-ci"," 410.00"," 410.00","0"
"1212","20-003102-co"," 195.00"," 195.00","0"
"1213","20-003070-co"," 0.90"," 0.90","0"
"1214","20-003078-co"," 198.50"," 198.50","0"
"1215","20-003079-co"," 198.50"," 198.50","0"
"1216","20-003080-co"," 205.00"," 205.00","0"
"1217","20-003083-co"," 205.00"," 205.00","0"
"1218","20-003056-co"," 195.00"," 195.00","0"
"1219","20-003058-co"," 195.00"," 195.00","0"
"1220","20-003059-co"," 205.00"," 205.00","0"
"1221","20-003061-co"," 5.30"," 5.30","0"
"1222","20-003062-co"," 205.00"," 205.00","0"
